Event name,Image,Date,Time,Place,Price,Attendees,Tags,Views count
«ЦЕ ОФФЕР!» — курс з основ рекрутингу від SoftServe Academy (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Post_5/c029e8b066aab537978009c1f56e7d7e.png,10 жовтня 2023 (вівторок),,online,6840 грн,https://dou.ua/users/victoriamusiyaka/,"HR, кар’єра, курси",228
"Безкоштовний онлайн-курс з Networking для C, C++ і Python AQA від PLVision (подія в архіві)",https://s.dou.ua/CACHE/images/img/events/354563829_23859533174980507_8242702634252840197_n/09d9226298620a85377826ec1a3046cf.png,10 жовтня 2023 (вівторок),,Online,Безкоштовно,,"C, C++, Python, кар’єра, курси, технології",187
Svitla Smart Talk: Testing at scale — how to test when you go globally with a fleet of thousands of machines (подія в архіві),https://s.dou.ua/CACHE/images/img/events/49f06f22c860f122af60a723698e9b42/0063b4d25a16e9e1a2b265cbb31254d9.png,10 October 2023 (Tuesday),19:00,online,free,"https://dou.ua/users/kolya-biletskiy/, https://dou.ua/users/helen-helen-6/, https://dou.ua/users/max-vasuta/, https://dou.ua/users/iryska17101987/, https://dou.ua/users/andrij-pribilskij/, https://dou.ua/users/qa1-lab/, https://dou.ua/users/yuliya-goncharenko-5/, https://dou.ua/users/inessa-bareka/","вебінар, тестування, технології",175
Тренінг «Як підняти інфраструктуру в Azure за допомогою Terraform» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/10.10/6b2757c096bd142a572797063d9b4b48.png,10 жовтня 2023 (вівторок),19:00,онлайн,безкоштовно,"https://dou.ua/users/yuliya-prints/, https://dou.ua/users/alex-oliinyk/, https://dou.ua/users/yevheniiustiuhov/, https://dou.ua/users/andrii-pereverziev-1/, https://dou.ua/users/ruslan-getman/","DevOps, Windows, вебінар, технології",137
Курс 3D Modeling з нуля від CHI IT Academy (подія в архіві),https://s.dou.ua/CACHE/images/img/events/3d-modeling-chiacademy/ec43f2edefdb9557b5378755ae529994.png,10 жовтня 2023 (вівторок),,Online,3630грн/міс,,"3D, кар’єра, курси, технології",127
Відбір на конференцію Slush 2023 у Фінляндії (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Website-article-and-event-format-41-1-1024x706-1/0a83e16df2d22cde36f36bff043d3c5b.png,10 жовтня 2023 (вівторок),,онлайн,безкоштовно,,"кар’єра, стартап, технології",47
Open Doors Gdansk | How does composable commerce help global brands to be agile? (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Open_Doors_Gdansk_Oct_10_2023_FB_CEST_1/0e9af1b8aca38ffbc6050420b790d4e9.png,10 October 2023 (Tuesday),19:00,"Gdańsk, Aleja Grunwaldzka 472C, 80-309, Olivia Star",Free,,"кар’єра, мітап, технології",20
"Bitcoin Meetup UA #1: «Вільні технології, гроші та додатки» (подія в архіві)",https://s.dou.ua/CACHE/images/img/events/920-504_3X66ACy/836b38fa4251e4f494a26acefc032b68.png,9 жовтня 2023 (понеділок),18:30 — 21:30,Київ. Буде повідомлено після підтвердження реєстрації,Безкоштовно,"https://dou.ua/users/artem-redia/, https://dou.ua/users/vladislav-komovich-1/, https://dou.ua/users/vladislav-usichenko/, https://dou.ua/users/yulian-doroshenko/, https://dou.ua/users/misha-borovyk/, https://dou.ua/users/yan-titarenko-2/, https://dou.ua/users/paul-horiachyi/, https://dou.ua/users/ryabov-kirilo/, https://dou.ua/users/danylo-shporta/","кар’єра, мітап, технології",513
IT Career Challenge (подія в архіві),https://s.dou.ua/CACHE/images/img/events/photo_2023-09-25_12.04.50/06f71cf5a5b7846146bd73a6141403dc.png,9 — 17 жовтня 2023,,онлайн,Безкоштовно,"https://dou.ua/users/inna-taniakina/, https://dou.ua/users/alla-honcharova/, https://dou.ua/users/pavel-poberezhets/, https://dou.ua/users/anastasia-makhomet/, https://dou.ua/users/free-billioner/","HR, junior, воркшоп, кар’єра",396
Оновлений курс UI/UX дизайну в Beetroot Academy (подія в архіві),https://s.dou.ua/CACHE/images/img/events/uiux/7d57d89d58e7b8fa7983976f70d72735.png,9 жовтня 2023 (понеділок),,Online,34100 грн (знижка -10%),"https://dou.ua/users/oleh-hikingua/, https://dou.ua/users/bohdan-yarmoshuk/","дизайн, кар’єра, курси, технології",111
Базовий курс з менеджменту в ІТ від CHI IT Academy (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Universities_it_manager/cec48b81f6f763e98e7281302940f35f.png,9 жовтня 2023 (понеділок),,Online,4400 грн/міс.,,"junior, кар’єра, курси, менеджмент, технології",67
NASA Space Apps Challenge Kyiv (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Space_Apps_Motif_Logo_-_2-Color_Black/33df2f419e7efe8cf1bbdfe7c8fd040e.png,7 — 8 жовтня 2023,,online,безкоштовно,"https://dou.ua/users/ihor-marchenko/, https://dou.ua/users/invisible-horizons/","junior, змагання, кар’єра, технології, хакатон",522
Тренінг-інтенсив “Microservice patterns” (подія в архіві),https://s.dou.ua/CACHE/images/img/events/patterns/c56dd03d0c5fd89003e1b66378a0243c.png,7 жовтня 2023 (субота),10:00 — 18:00,Онлайн,безкоштовно,"https://dou.ua/users/sergey-morenets/, https://dou.ua/users/pavlo-levko/, https://dou.ua/users/oleksandr-krokhmalnyi/, https://dou.ua/users/dima-tatarinov-1/","Java, вебінар, кар’єра, технології",241
AWS Discovery Day: AWS Storage Services (подія в архіві),https://s.dou.ua/CACHE/images/img/events/AWS_discovery_Oct_1300x1300_1/382b5cf2b5e7fe766b4bd4e5769ae1dc.png,7 жовтня 2023 (субота),10:00,online,безкоштовно,https://dou.ua/users/ihor-marchenko/,"cloud, вебінар, технології",152
Онлайн-курс DevOps Engineer від robot_dreams (подія в архіві),https://s.dou.ua/CACHE/images/img/events/3hzGUw7tg5x4M7h-qKJaqQ2w-tcB6Wp7UeFgGjk0pVg/8f7e46c4389136ce163daa12cd2faba6.png,12 жовтня — 12 лютого,,онлайн,44 400 грн,https://dou.ua/users/alisa-turbay/,"DevOps, кар’єра, курси, технології",650
International Conference: Challenges and reality of the it-space: software engineering and cybersecurity (SECS-2023) (подія в архіві),https://s.dou.ua/CACHE/images/img/events/d649553061048d254df583a227394a3e/770a4509949a6e0b20a67c655088a4ad.png,12 October 2023 (Thursday),11:00,Online,free,https://dou.ua/users/alexandr-lutsenko-1/,"безпека, кар’єра, конференція, технології",296
Online course “Fundamentals of the software testing” by QATestLab (подія в архіві),https://s.dou.ua/CACHE/images/img/events/DOU_%D0%A1%D1%82%D0%B0%D1%80%D1%82_%D0%B3%D1%80%D1%83%D0%BF%D0%B8_28.02.2022_1/bd1f1b719dbb4b5b6f83cd8fde818f20.png,11 October 2023 (Wednesday),,online,free,"https://dou.ua/users/katerina-timakova/, https://dou.ua/users/motion-plusemotion/, https://dou.ua/users/dmytro-marchuk-2/, https://dou.ua/users/sviatoslavsvyatoi/, https://dou.ua/users/maksim-terehov-3/, https://dou.ua/users/oleksandr-kurmayev/, https://dou.ua/users/vita-polischuk-1/, https://dou.ua/users/lyuda-gundar/, https://dou.ua/users/serge-karpov/, https://dou.ua/users/alona-rebiak/, https://dou.ua/users/danya-popovich/, https://dou.ua/users/alena-cherniaieva-1/, https://dou.ua/users/sergij-novikov-1/, https://dou.ua/users/oleksandr-kolomytsev/, https://dou.ua/users/zhukova-vladislava/, https://dou.ua/users/kristina-zamkova/, https://dou.ua/users/sara-sara/, https://dou.ua/users/anastasiya-grigorivna-koshurba/, https://dou.ua/users/vladyslav-umanets/, https://dou.ua/users/vyacheslav-gorbatenko/, https://dou.ua/users/ivanna-nestorak/, https://dou.ua/users/maryna-klymenko-3/, https://dou.ua/users/anastasia-echkalova/, https://dou.ua/users/alena-svechnikova/, https://dou.ua/users/kelleroid-cereal/, https://dou.ua/users/iryna-oliynyk-4/, https://dou.ua/users/mariya-ermolaeva/, https://dou.ua/users/sasha-ustichenko/, https://dou.ua/users/maryna-hlushak/, https://dou.ua/users/denis-mahno/, https://dou.ua/users/sofiia-haidei/, https://dou.ua/users/bdzekunov/, https://dou.ua/users/anatolii-taran/, https://dou.ua/users/olena-spivak/, https://dou.ua/users/mr-yuzek/, https://dou.ua/users/oleh-meloik/, https://dou.ua/users/ilona-savchuk-1/, https://dou.ua/users/dimon4ikkarp/, https://dou.ua/users/vitalij-tsepkalo/, https://dou.ua/users/dmitrij-dmitrij-5/, https://dou.ua/users/alina-bilichenko/, https://dou.ua/users/danylo-rubiroy/, https://dou.ua/users/nikolaj-krasovskij/, https://dou.ua/users/grigorii-kovalevich/, https://dou.ua/users/vlad-kapshiy/, https://dou.ua/users/aleksandr-kolchiba/, https://dou.ua/users/nazar-bachinskij/, https://dou.ua/users/kindermalish/, https://dou.ua/users/zhenya-kudrik/","QA, кар’єра, курси, тестування, технології",2495
Курс «Вивчай SQL безкоштовно українською мовою» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/1200%D1%851200/8a7985744f1a1bce033791eee04004f9.png,11 жовтня 2023 (середа),,онлайн,безкоштовно,"https://dou.ua/users/yuliya-prints/, https://dou.ua/users/adelina-sokurenko/, https://dou.ua/users/exstornado/, https://dou.ua/users/intellegent2001/, https://dou.ua/users/anneta-perevalova/, https://dou.ua/users/iryska17101987/, https://dou.ua/users/oksana-shabelnik/","кар’єра, курси, технології",660
GlobalLogic JavaScript Community Webinar #17 “The New Era of Full-Stack Development” (подія в архіві),https://s.dou.ua/CACHE/images/img/events/DOU_ava_7/14d2f229d9814e9243e7883f5ccca5f2.png,11 жовтня 2023 (середа),18:00,Online,безкоштовно,"https://dou.ua/users/adelina-sokurenko/, https://dou.ua/users/polina-pogrebnaya-1/, https://dou.ua/users/masteroutlite/","JavaScript, junior, вебінар, кар’єра, технології",425
Благодійний воркшоп Playwright + Java + AI (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%97%D0%BD%D1%96%D0%BC%D0%BE%D0%BA_%D0%B5%D0%BA%D1%80%D0%B0%D0%BD%D0%B0_2023-09-30_%D0%BE_17.20.00/0d26c0663834ec4a50a635c7bd2c2f98.png,11 жовтня 2023 (середа),19:00,онлайн,400 - 700 грн,"https://dou.ua/users/andrij-fesh/, https://dou.ua/users/iryna-okun/, https://dou.ua/users/vergiliy89/","AI, Java, junior, QA, благодійність, воркшоп, кар’єра, тестування, технології",326
"Вебінар «Як пройти співбесіду — прості поради для тих, хто шукає роботу» (подія в архіві)",https://s.dou.ua/CACHE/images/img/events/800%D1%85400_R8eXrOG/5f4153af71a94e81d78a4d2e38e0184f.png,11 жовтня 2023 (середа),19:00,онлайн,безкоштовно,"https://dou.ua/users/elina-botalova/, https://dou.ua/users/yuliia-pastyl/, https://dou.ua/users/artem-yakobchuk/, https://dou.ua/users/nataliia-onykiienko/, https://dou.ua/users/dmitro-nestorko/","HR, junior, вебінар, кар’єра",210
Сертифікаційний курс “ICAgile Team Facilitation” від SoftServe (подія в архіві),https://s.dou.ua/CACHE/images/img/events/ATF_11.10_COVER_/9ff97b0a31cc2ec4788768dbafb38483.png,11 жовтня 2023 (середа),,онлайн,15 000 грн,,"Agile, кар’єра, курси, менеджмент",174
Yalantis Meetup: BI&Data (подія в архіві),https://s.dou.ua/CACHE/images/img/events/BIData_dou_icon-1/da12b2922855e8a70c996b876175b20f.png,11 жовтня 2023 (середа),18:30,Online,безкоштовно,https://dou.ua/users/mykhail-bykov/,"кар’єра, мітап, технології",144
Офлайн/онлайн подія «Національний день дівчат у технологіях» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%B4%D1%96%D0%B2%D1%87%D0%B0%D1%82%D0%B0_stem___%D0%B1%D1%96%D1%80%D1%8E%D0%B7%D0%BE%D0%B2%D0%B5_%D0%BB%D0%BE%D0%B3%D0%BE/a520252ef741818ea6da2445cb249078.png,11 жовтня 2023 (середа),,змішаний формат: конференція онлайн + ексурсії по 10+ регіонам України,безкоштовно,,"жінки в IT, кар’єра, мітап, технології",111
Онлайн-зустріч «Шлях в ІТ» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Screenshot_at_Oct_05_14-17-37/74c3013bdfef164d326d172f96e7ca88.png,11 жовтня 2023 (середа),19:00,онлайн,безкоштовно,https://dou.ua/users/alexandra-alexandra-3/,"DevOps, кар’єра, мітап, технології",70
Фестиваль геймдизайну «Now Play This» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/now-play-this-1/2a21ad0ec43cafd3ae9c5aa4028a3c59.png,11 жовтня 2023 (середа),,Лондон,£9-£27,,"gamedev, кар’єра, конференція",65
Webinar “Enhancing Node.js Architecture: Exploring NestJS” (подія в архіві),https://s.dou.ua/CACHE/images/img/events/WP__FB_post_1200x628_5_M1uWsuj/7defd30d819d0a6bdd02055aa303e464.png,11 October 2023 (Wednesday),18:30,online,free,https://dou.ua/users/oleksandr-krokhmalnyi/,"node.js, вебінар, кар’єра, технології",53
Вебінар «Full-Stack: що це за напрям і чим він допомагає у пошуку роботи» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Telegram-FullStack/3f38a4884c9f2f5cb8c7e72563ba3859.png,11 жовтня 2023 (середа),18:00,Online,Безкоштовно,https://dou.ua/users/ivb89-ivb89/,"вебінар, кар’єра, технології",48
Безкоштовний вебінар з Data Science (подія в архіві),https://s.dou.ua/CACHE/images/img/events/DS_11_10/c7a358834df52cbbd00fb05e9fc73bdb.png,11 жовтня 2023 (середа),19:00,Онлайн,Безкоштовно,,"Data Science, junior, ML, вебінар, кар’єра",39
Вебінар «Бізнес VS блекаут: як захистити активність бізнесу та нарощувати оберти під час блекауту?» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Instagram_post_-_403/883f688402a9e4f5c3a603a51c2f4595.png,11 жовтня 2023 (середа),19:00,Online,Безкоштовно,,"бізнес, вебінар, кар’єра, технології",32
Dynamic Talks | Spark best performance tuning techniques (подія в архіві),https://s.dou.ua/CACHE/images/img/events/385055028_749432853860990_2404591305346256100_n/e600b87da6ca6dca60feaca3d28f67d7.png,11 October 2023 (Wednesday),18:00,Online,Free,,"кар’єра, мітап, технології",24
Безкоштовний QA Management Club. Security/Penetration testing (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%97%D1%83%D1%81%D1%82%D1%80%D1%96%D1%87%D1%96__%D0%B4%D0%BB%D1%8F_QA_%D0%BC%D0%B5%D0%BD%D0%B5%D0%B4%D0%B6%D0%B5%D1%80%D1%96%D0%B2/4cdaf64eb0e95aae65a6aff2dcf567b8.png,10 жовтня 2023 (вівторок),20:00,online,Безкоштовно,,"безпека, вебінар, менеджмент, тестування, технології",110
Вебінар «Product Management: як продукт заробляє гроші» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/creo_pdm/4add250cf7f4ed8b35e0de403de48397.png,10 жовтня 2023 (вівторок),18:00,online,Безкоштовно,"https://dou.ua/users/vlad-tkach-5/, https://dou.ua/users/marina-gluschenko/","product, вебінар, менеджмент, технології",73
Learn IT: онлайн-зустріч із компанією Comparus.ua (подія в архіві),https://s.dou.ua/CACHE/images/img/events/10.10_1/daa94a7e828ce6243215fc4db1a0b6d0.png,10 жовтня 2023 (вівторок),16:00,онлайн,безкоштовно,,"junior, кар’єра, мітап, технології",21
